time,close,CVD (Apertura),CVD (Máximo,CVD (Mínimo),CVD (Cerrar),OnBalanceVolume,MFI,Signal,Histogram,MFI/Signal Crossover,MFI/Signal Crossunder,Plot,Plot,EMA of vfi,vfi
1772810160,673.33,-390738,-389732,-390900,-389765,-2039906,71.09918848447026,71.2415667815433,,,,0,,3.6823524022393954,3.602216707196706
1772810170,673.31,-389765,-388286,-390658,-389258,-2044349,62.35473542620991,69.46420051047662,,,,0,,3.244993934060372,2.370276997702326
1772810180,673.21,-389258,-388578,-390210,-389435,-2048540,65.50522087026701,68.6724045824347,,,,0,,3.0504154756547197,2.661258558843415
1772810190,673.2,-389435,-387695,-389435,-388188,-2052469,65.20355537174792,67.97863474029734,,,,0,,2.852847039996908,2.4577101686812846
1772810200,672.959,-388188,-386665,-391529,-391529,-2059128,52.92115468363409,64.96713872896468,,,,0,,2.7141448717596,2.4367405352849847
1772810210,672.76,-391529,-391529,-395023,-395023,-2062862,47.6278037876819,61.499271740708124,,,,0,,2.178975766729419,1.108637556669056
1772810220,672.67,-395023,-394590,-398626,-398074,-2068319,41.012980857078496,57.4020135639822,,,,0,,1.4997790527531427,0.14138562480059005
1772810230,673.041,-398074,-392592,-398261,-392592,-2061847,43.797631689669814,54.681137189119724,,,,0,,1.4275541312292406,1.283104288181436
1772810240,672.99,-392592,-392592,-393933,-393412,-2064349,41.01158759884049,51.94722727106388,,,,0,,1.7373977181581348,2.3570848920159233
1772810250,673.29,-393412,-391833,-393534,-391833,-2062070,39.03486360780136,49.364754538411376,,,,0,,2.079535344100431,2.7638105959850234
1772810260,673.15,-391833,-391224,-391833,-391693,-2063628,33.1516229810216,46.12212822693342,,,,0,,2.7260195592760903,4.0189879896274086
1772810270,673.2,-391693,-391693,-393863,-392250,-2058619,31.741466034031205,43.24599578835298,,,,0,,2.8579330412005683,3.121760005049524
1772810280,673.21,-392250,-391719,-394332,-394143,-2053586,39.73233322961219,42.54326327660482,,,,0,,3.2453983504797823,4.020328969038211
1772810290,673.31,-394143,-393016,-394143,-394010,-2050397,40.128757277767946,42.06036207683744,,,,0,,4.055469048822224,5.675610445507108
1772810300,673.48,-394010,-394010,-396567,-395179,-2046330,42.8924022885843,42.22677011918682,,42.8924022885843,,0,,4.8451177447876,6.424415136718351
1772810310,673.35,-395179,-394278,-396083,-394278,-2050107,43.38626719534663,42.45866953441878,,,,0,,4.865790636153326,4.907136418884779
1772810320,673.3,-394278,-394278,-396883,-396883,-2052792,49.31240878847248,43.82941738522952,,,,0,,4.632739818054871,4.1666381818579605
1772810330,673.33,-396883,-387717,-422618,-422618,-2007821,74.71185153230414,50.005904214644445,,,,0,,4.298336131638077,3.6295287588044913
1772810340,673.33,-422618,-418589,-422618,-419308,-2007821,81.39453106262678,56.28362958424091,,,,0,,3.651097118038895,2.3566190908405305
1772810350,673.41,-419308,-418220,-419517,-419390,-2003839,85.29618179089188,62.086140025571105,,,,0,,3.87216959386304,4.31431454551133
1772810360,673.44,-419390,-411619,-420030,-411619,-1991734,90.3859175335437,67.74609552716562,,,,0,,4.227205428756046,4.937277098542059
1772810370,673.36,-411619,-411619,-414972,-413404,-1997915,83.56969435222292,70.91081529217708,,,,0,,4.0993970126743555,3.8437801805109744
1772810380,673.34,-413404,-413404,-415525,-415525,-2000724,80.55168764155194,72.83898976205205,,,,0,,4.387741809916425,4.964431404400564
1772810390,673.41,-415525,-415475,-418384,-418115,-1995364,81.18612421413025,74.50841665246769,,,,0,,4.6155029467839785,5.071025220519086
1772810400,673.43,-418115,-416396,-419069,-418293,-1989882,76.36516087512392,74.87976549699893,,,,0,,4.458642000792008,4.144920108808065
1772810410,673.72,-418293,-414426,-418833,-414426,-1982541,81.88436361801995,76.28068512120313,,,,0,,4.515502821235021,4.629224462121049
1772810420,673.36,-414426,-413984,-422180,-421420,-1993801,72.4110013192348,75.50674836080947,,,72.4110013192348,0,,3.9559024760513513,2.8367017856840118
1772810430,673.68,-421420,-419454,-421862,-419454,-1987185,73.26804557862295,75.05900780437216,,,,0,,4.655418701671384,6.054451152911449
1772810440,673.4,-419454,-417642,-421534,-421534,-1994089,67.83974275739219,73.61515479497616,,,,0,,5.890172562127601,8.359680283040035
1772810450,673.36,-421534,-418985,-421534,-421531,-2001522,65.71758233700383,72.0356403033817,,,,0,,6.617325694391502,8.071631958919303
1772810460,673.51,-421531,-421137,-421898,-421456,-1999431,65.54261910079134,70.73703606286362,,,,0,,6.826860888221094,7.245931275880279
1772810470,673.26,-421456,-421456,-424628,-424628,-2003153,41.643591103160375,64.91834707092298,,,,0,,6.233656169793623,5.047246732938679
1772810480,673.56,-424628,-424381,-425714,-424761,-2000244,39.258470299957615,59.7863717167299,,,,0,,5.824003428309745,5.00469794534199
1772810490,673.44,-424761,-424633,-425441,-425161,-2001552,36.91881295755581,55.21285996489508,,,,0,,5.850602762649225,5.9038014313281835
1772810500,673.54,-425161,-424260,-425161,-424958,-1999953,38.33937470150012,51.83816291221609,,,,0,,5.188571947533341,3.8645103173015745
1772810510,673.62,-424958,-424327,-425027,-425027,-1998326,43.414319104247745,50.153394150622425,,,,0,,3.6482915306696864,0.5677306969423759
1772810520,673.6,-425027,-424660,-425103,-424951,-1999450,44.54315477664802,49.031346275827545,,,,0,,1.5146454939513823,-2.752646579485227
1772810530,673.53,-424951,-424728,-424951,-424862,-1999847,39.2784643652374,47.080769893709515,,,,0,,0.805265406799162,-0.6134947675052785
1772810540,673.63,-424862,-424862,-426613,-426508,-1997311,45.77258961111029,46.81913383718967,,,,0,,1.147359346837732,1.8315472269148727
1772810550,673.66,-426508,-426483,-426705,-426599,-1996834,37.37302645094852,44.92991235994144,,,,0,,1.381972463660028,1.8511986973046197
1772810560,673.66,-426599,-426397,-426939,-426397,-1996834,49.38703082458566,45.821336052870286,,49.38703082458566,,0,,0.9575771194294335,0.10878643096824436
1772810570,673.78,-426397,-426397,-430755,-430755,-1987986,52.08873358769653,47.074815559835535,,,,0,,1.095205391986096,1.3704619370994209
1772810580,674.27,-430755,-420448,-431562,-420448,-1975073,72.5326962774719,52.166391703362805,,,,0,,2.2928391444069867,4.688106649248768
1772810590,674.19,-420448,-418963,-421456,-421436,-1979275,87.19190698859119,59.17149476040848,,,,0,,3.6256374024129054,6.291233918424743
1772810600,674.18,-421436,-421436,-423442,-421585,-1983298,79.0811116227447,63.15341813287572,,,,0,,4.227883175530974,5.432374721767111
1772810610,674.11,-421585,-419310,-421927,-419361,-1990276,87.91459489444495,68.10565348518956,,,,0,,5.465016480873231,7.939283091557746
1772810620,674.01,-419361,-417737,-419361,-418303,-1994616,79.78388867178404,70.44130052250846,,,,0,,5.6243208204074255,5.942929499475813
1772810630,673.94,-418303,-416086,-419144,-416246,-1998813,73.11165106053406,70.97537063011357,,,,0,,4.739304937348607,2.969273171230972
1772810640,674.01,-416246,-413839,-416246,-415294,-1994675,74.31675181039584,71.64364686617003,,,,0,,4.657690728042999,4.494462309431781
1772810650,674.06,-415294,-414541,-415755,-415755,-1990130,75.57487346288603,72.42989218551322,,,,0,,5.392670266081051,6.862629342157155
1772810660,674.28,-415755,-413681,-415755,-414236,-1986861,78.24328716719128,73.59257118184884,,,,0,,6.012450415005624,7.252010712854768
1772810670,674.21,-414236,-414225,-416168,-414748,-1990751,74.05279471252965,73.684615887985,,,,0,,5.806071530080426,5.393313760230029
1772810680,674.22,-414748,-414748,-415699,-415699,-1988566,73.91332336403445,73.7303573831949,,,,0,,6.527662446293466,7.970844278719544
1772810690,674.01,-415699,-415281,-418706,-418706,-1993033,69.63094636666897,72.91047517988972,,,69.63094636666897,0,,7.244133307493105,8.677075029892386
1772810700,673.77,-418706,-418706,-420804,-419703,-1996232,66.12724984683285,71.55383011327834,,,,0,,7.504007039930445,8.023754504805124
1772810710,673.97,-419703,-418383,-420623,-419461,-1990942,64.34692281935156,70.11244865449298,,,,0,,8.07536617538458,9.218084446292853
1772810720,674.02,-419461,-417094,-419575,-417094,-1987093,58.82878689140356,67.85571630187509,,,,0,,8.355756971533724,8.91653856383201
1772810730,674.1,-417094,-415634,-417094,-416138,-1984715,57.50482584763382,65.78553821102683,,,,0,,9.0858672002415,10.546087657657052
1772810740,674.01,-416138,-413722,-416138,-413722,-1987469,58.820575599326695,64.39254568868681,,,,0,,9.58819793478992,10.592859403886758
1772810750,674.08,-413722,-413181,-413744,-413228,-1985849,54.41764562918128,62.3975656767857,,,,0,,10.282554836208362,11.671268639045246
1772810760,674,-413228,-413085,-414173,-413756,-1988431,56.395883193734804,61.197229180175526,,,,0,,10.22628618586853,10.113748885188864
1772810770,674.12,-413756,-412602,-414037,-412723,-1985680,63.99667467470404,61.757118279081226,,63.99667467470404,,0,,10.40325188303153,10.757183277357532
1772810780,674.06,-412723,-412608,-412978,-412888,-1986585,59.26040921916028,61.25777646709704,,,59.26040921916028,0,,10.320910490896924,10.156227706627712
1772810790,674.17,-412888,-411810,-412888,-412404,-1983827,57.522770002542,60.51077517418603,,,,0,,10.191423483285433,9.932449468062451
1772810800,674.04,-412404,-412404,-414000,-413580,-1988543,48.05939948863126,58.020500037075074,,,,0,,10.394271113577522,10.799966374161698
1772810810,673.88,-413580,-412532,-413593,-413593,-1991166,49.50772979742765,56.31794598914559,,,,0,,10.702566018006095,11.31915582686324
1772810820,673.94,-413593,-412444,-413593,-412900,-1988481,50.09963672493195,55.074284136302865,,,,0,,11.247404579560914,12.33708170267055
1772810830,674.045,-412900,-410699,-412948,-410699,-1986064,58.59853727772434,55.77913476458716,,58.59853727772434,,0,,13.167115870006635,17.006538450898073
1772810840,674.06,-410699,-410494,-412711,-412711,-1983282,66.14264352467922,57.85183651660557,,,,0,,15.140891756798458,19.088443530382104
1772810850,673.88,-412711,-410854,-413508,-413508,-1989873,51.29234358884338,56.53993793105313,,,51.29234358884338,0,,15.549885477654158,16.367872919365556
1772810860,673.63,-413508,-412689,-414945,-413374,-1996733,39.15417613087709,53.062785571017926,,,,0,,15.211829599023753,14.535717841762946
1772810870,673.77,-413374,-412978,-414349,-413437,-1993600,33.236494687175565,49.097527394249454,,,,0,,14.702446759864864,13.683681081547087
1772810880,673.97,-413437,-409675,-413437,-409675,-1986526,44.62693554131196,48.203409023661955,,,,0,,14.500098978925655,14.095403417047237
1772810890,673.77,-409675,-407990,-409675,-409077,-1990542,39.44452452024669,46.4516321229789,,,,0,,14.4570694978481,14.37101053569299
1772810900,673.76,-409077,-404940,-409077,-408865,-2001744,33.8270377405928,43.92671324650168,,,,0,,13.408086754594327,11.310121268086784
1772810910,673.64,-408865,-408865,-410311,-410262,-2005221,28.933535285970322,40.92807765439541,,,,0,,12.391394746628876,10.358010730697975
1772810920,673.81,-410262,-408968,-410262,-409355,-2003540,31.281949377593193,38.99885199903497,,,,0,,12.43881763566373,12.53366341373344
1772810930,673.8,-409355,-409355,-410203,-409792,-2004993,27.410335833665712,36.68114876596112,,,,0,,12.684003077898675,13.174373962368565
1772810940,673.59,-409792,-409792,-411216,-410442,-2007987,28.211680407970974,34.98725509436309,,,,0,,12.536144451181567,12.24042719774735
1772810950,673.67,-410442,-409564,-411939,-411766,-2003371,34.85804752470631,34.96141358043174,,,,0,,12.426087210072716,12.205972727855015
1772810960,673.67,-411766,-411186,-414973,-414763,-2003371,37.953264490322574,35.55978376240991,,37.953264490322574,,0,,12.468623219710034,12.55369523898467
1772810970,673.76,-414763,-414094,-415202,-414094,-2000472,38.41592954731091,36.13101291939011,,,,0,,12.995253489904906,14.048514030294651
1772810980,673.85,-414094,-413487,-414628,-413820,-1997196,38.882900029961185,36.681390341504326,,,,0,,13.79926230136161,15.407279924275016
1772810990,674.17,-413820,-413351,-414287,-414124,-1994118,46.11271971353512,38.56765621591048,,,,0,,14.8847404091453,17.055696624712677
1772811000,674.23,-414124,-401257,-414124,-407471,-1974895,64.42964731575876,43.74005443588014,,,,0,,16.238313437838126,18.945459495223783
1772811010,674.5,-407471,-400447,-407804,-401018,-1966452,70.7747556716312,49.14699468303035,,,,0,,17.399611555598604,19.722207791119562
1772811020,674.46,-401018,-399778,-402966,-401085,-1973927,70.9242227139405,53.50244028921238,,,,0,,18.646445868504657,21.140114494316766
1772811030,674.54,-401085,-400349,-402213,-402213,-1968325,76.44177260716765,58.090306752803436,,,,0,,20.000117459381322,22.707460641134656
1772811040,674.43,-402213,-402213,-407023,-406610,-1974194,81.81066405998686,62.83437821424012,,,,0,,21.31540027781695,23.945965914688205
1772811050,674.39,-406610,-405944,-408920,-407311,-1982439,76.96485723846212,65.66047401908452,,,,0,,21.960704770818573,23.251313756821826
1772811060,674.55,-407311,-405889,-407772,-405889,-1976475,78.12824376862396,68.15402796899241,,,,0,,23.08668603671589,25.338648568510525
1772811070,674.9,-405889,-402694,-406791,-403917,-1968359,81.30853503627016,70.78492938244796,,,,0,,24.10257961520392,26.13436677217998
1772811080,674.9,-403917,-400869,-404776,-403514,-1968359,85.80195185545193,73.78833387704876,,,,0,,25.674220900026278,28.817503469670996
1772811090,674.95,-403514,-403230,-404737,-404449,-1964250,85.7303672666859,76.17674055497619,,,,0,,26.616024837693,28.499632713026447
1772811100,674.88,-404449,-404032,-405984,-404783,-1970070,79.86271364189177,76.9139351723593,,,,0,,26.651589325225164,26.72271830028949
1772811110,674.75,-404783,-404089,-405882,-405882,-1973055,76.8673093110647,76.90461000010038,,,76.8673093110647,0,,26.422141609022006,25.963246176615687
1772811120,674.59,-405882,-405501,-407747,-406736,-1976693,73.29376051190134,76.18244010246057,,,,0,,25.838499148578194,24.67121422769057
1772811130,674.709,-406736,-404478,-406736,-405596,-1971631,73.81697591506608,75.70934726498167,,,,0,,25.531373971426667,24.917123617123615
1772811140,674.54,-405596,-403887,-405980,-405329,-1975868,64.37943761572652,73.44336533513064,,,,0,,25.31141950717057,24.87151057865837
1772811150,674.75,-405329,-402930,-405329,-403522,-1971139,62.78182171238421,71.31105661058135,,,,0,,25.72055495427552,26.538825848485427
1772811160,674.85,-403522,-402751,-404431,-402751,-1968510,60.467693009105574,69.1423838902862,,,,0,,25.990973454260285,26.531810454229817
1772811170,674.9,-402751,-401820,-405339,-405339,-1962672,60.5887630393512,67.43165972009919,,,,0,,26.157045212089116,26.489188727746775
1772811180,674.6,-405339,-404933,-412124,-411342,-1972193,57.881814937691594,65.52169076361767,,,,0,,25.32197754691447,23.651842216565186
1772811190,674.46,-411342,-411342,-413907,-413907,-1975408,61.673121432120155,64.75197689731817,,,,0,,24.40236761730249,22.56314775807853
1772811200,674.67,-413907,-412153,-415352,-412768,-1967283,62.72319180897091,64.34621987964871,,,,0,,24.31961206032574,24.154100946372235
1772811210,674.58,-412768,-412768,-416492,-416178,-1971391,55.24376581779865,62.525729067278704,,,,0,,23.95350820357022,23.22130049005918
1772811220,674.67,-416178,-413418,-416849,-413458,-1967169,50.87393857685192,60.19537096919335,,,,0,,23.338680509795275,22.109025122245384
1772811230,674.7,-413458,-413458,-415373,-414142,-1963595,50.48457931729743,58.25321263881416,,,,0,,22.62548174490505,21.199084215124593
1772811240,674.65,-414142,-411835,-414142,-411835,-1966462,52.788555451484285,57.160281201348184,,,,0,,21.98660499801842,20.708851504245164
1772811250,674.75,-411835,-410804,-411835,-410846,-1963837,57.16105618590932,57.16043619826041,,57.16105618590932,,0,,21.452693285897002,20.38486986165416
1772811260,674.8,-410846,-409831,-410846,-410293,-1962308,61.55172958122688,58.038694874853704,,,,0,,21.21804909883978,20.748760724725337
1772811270,674.68,-410293,-410025,-412536,-412536,-1965691,54.90371387090435,57.411698674063835,,,54.90371387090435,0,,20.879544153714775,20.202534263464766
1772811280,674.78,-412536,-412025,-412837,-412314,-1963283,60.70922412325629,58.071203763902325,,60.70922412325629,,0,,20.536486049136876,19.850369839981074
1772811290,674.911,-412314,-412069,-412614,-412134,-1961997,58.26463400143714,58.10988981140929,,,,0,,20.13930879422584,19.34495428440377
1772811300,674.88,-412134,-411531,-413161,-412764,-1965131,58.64254234570657,58.216420318268746,,,,0,,19.63289522147581,18.62006807597575
1772811310,674.87,-412764,-412357,-414592,-413313,-1970116,48.93130399380589,56.35939705337618,,,48.93130399380589,0,,19.05410317455145,17.89651908070273
1772811320,675.28,-413313,-404518,-413313,-404518,-1960961,66.0250474520762,58.29252713311618,,66.0250474520762,,0,,19.204102832861377,19.504102149481227
1772811330,675.05,-404518,-403850,-405508,-405508,-1963567,66.76631111919295,59.987283930331536,,,,0,,18.817794328184437,18.045177318830557
1772811340,675.16,-405508,-405508,-406837,-406286,-1961161,57.848495462448426,59.55952623675491,,,57.848495462448426,0,,19.066003822548044,19.562422811275262
1772811350,675.25,-406286,-405409,-406286,-405912,-1959615,64.46911744547592,60.541444478499116,,64.46911744547592,,0,,19.64315549575123,20.7974588421576
1772811360,675.21,-405912,-404101,-406855,-405456,-1966107,66.15323388072869,61.663802358945034,,,,0,,20.051900700414286,20.869391109740402
1772811370,675.4,-405456,-403833,-406903,-404297,-1960922,67.2553458190922,62.782111050974464,,,,0,,20.545970585002674,21.534110354179447
1772811380,675.31,-404297,-403365,-404421,-404122,-1963651,72.95787787788214,64.817264416356,,,,0,,20.83855259619936,21.423716618592728
1772811390,675.4,-404122,-404119,-405743,-405379,-1960570,73.20635264016374,66.49508206111754,,,,0,,20.994133349154385,21.305294855064435
1772811400,675.56,-405379,-402067,-405379,-402088,-1956461,74.5245396069682,68.10097357028768,,,,0,,21.3897111900932,22.18086687197084
1772811410,675.58,-402088,-400948,-403465,-402917,-1951678,81.46003229984761,70.77278531619966,,,,0,,21.711829133613126,22.35606502065297
1772811420,675.58,-402917,-399369,-403030,-399449,-1951678,82.14826918543608,73.04788209004694,,,,0,,21.465837731357382,20.973854926845895
